"Top values of all_text.keyword","Count of records"
"https://revistaoeste.com/politica/juiz-coloca-em-sigilo-pedido-de-prisao-de-boulos-contra-marcal/
",3
"https://terrabrasilnoticias.com/2024/10/ultima-passeata-de-boulos-teve-defesa-ao-comunismo-ao-aborto-e-a-legalizacao-das-drogas/
",3
"https://www.clmbrasil.com.br/debate-para-prefeitura-de-sp-na-globo-e-marcado-por-ataques-e-boulos-surpreende-e-mostra-exame-toxicologico/
",3
"https://www.clmbrasil.com.br/nova-pesquisa-nunes-segue-com-vantagem-sobre-boulos-na-disputa-pela-prefeitura-de-sp/
",3
"https://www.clmbrasil.com.br/nunes-mantem-forte-lideranca-sobre-boulos-a-poucos-dias-do-2-turno-diz-parana-pesquisas/
",3
"https://www.clmbrasil.com.br/nunes-tem-forte-vantagem-sobre-boulos-no-2-turno-revela-parana-pesquisas/
",3
"https://www.instagram.com/spmarcal

Nova conta com a live dele falando sobre o exame do boulos
",3
"https://www.jornalbrasilonline.com.br/2024/10/tabata-amaral-vai-de-boulos-no-segundo.html
",3
"https://www.jornaldacidadeonline.com.br/noticias/63787/boulos-tenta-live-com-lula-e-audiencia-obtida-e-desanimadora
",3
"https://www.metropoles.com/sao-paulo/dono-de-clinica-que-emitiu-suposto-laudo-de-boulos-e-amigo-de-marcal
",3
"https://www.poder360.com.br/poder-eleicoes/dono-de-clinica-de-receituario-sobre-boulos-ja-foi-condenado-por-falsificacao/
",3
"https://www.youtube.com/watch?v=IIfS01Ajsec
A GRANDE FAMIGLIA: PARIRAM UM BOULOS! - WSF #206 - YouTube
",3
"https://www.youtube.com/watch?v=SEkVOgCgou0
O MITO FOI CHUTADO E BOULOS E MARÇAL DERROTADOS - YouTube
",3
"saiu até o CPF do boulos
",3
"“Recuperamos a dignidade da esquerda”, diz Boulos após perder 
 
https://www.portalcidade.news/recuperamos-a-dignidade-da-esquerda-diz-boulos-apos-perder/
",3
"⁉️Tabata Amaral (PSB) declara voto em Guilherme Boulos (PSOL) no segundo turno das eleições municipais em São Paulo.

☕ Considere apoiar nosso canal!
📪 Apoie anonimamente!

🌐 Siga @Armillary no 𝕏 e Telegram
",3
"⚠️ UREGENTE ⚠️

Pesquisa OFF para um grande partido com relatório entregue hoje com campo encerrado ontem:

Nunes: 29.7%
Boulos: 21.2%
Marçal: 19.1%
O restante se dividiu entre brancos, nulos, indecisos e abstinência.
",3
"🇧🇷Em São Paulo, vote Nunes!
DataFolha: 31% dos eleitores de Lula vão votar no Nunes.
https://www.instagram.com/p/DBBmkmnvQvB/?igsh=MzRlODBiNWFlZA==
Boulos é LulaLadrao. LulaLadrao é Boulos. Os dois são comunistas do Cão.
",3
"🚨Assessoria jurídica de Pablo Marçal pede perícia particular de laudo sobre Boulos

https://gazetabrasil.com.br/politica/2024/10/06/assessoria-juridica-de-pablo-marcal-pede-pericia-particular-de-suposto-laudo-sobre-boulos/
",3
"
*E ele tinha mesmo a prova!* 😳😳😳👏🏼👏🏼👏🏼 Boulos se ferrou 🤭🤭🤭

https://t.me/freedomnewsforyou 🇧🇷",2
"
....momento exato em q os 29% de votos do Boulos estava na urna...",2
"
2 turno vai ficando para NUNES e BOULOS em São Paulo.

@ZUMBINOTICIAS",2
"
5  dias antes das eleições é proíbido prender alguém! 

BOULOS, PROVA QUE SEU EXAME É VERDADEIRO ! 


FAZ O Ⓜ️🧢",2
"
@danuzioneto 
🇺🇸 Homem confronta l@dr@s em Downey, Califórnia.

Com Boulos ganhando em sp não duvidem que isso aconteça conosco
em 1 ano no máximo

https://t.me/freedomnewsforyou 🇺🇸🇧🇷",2
"
@recordoficial Candidato Guilherme Boulos (PSOL) responde pergunta de Ricardo Nunes (MDB) sobre a legalização de drogas e posicionamento a respeito da polícia na cidade de São Paulo 

https://t.me/freedomnewsforyou 🇧🇷",2
"
A "" direita "" 🙄🙄 até o Tarcísio esta do lado do boulos😝",2
"
A CONTA BATE! O BOULOS VAI GANHAR EM SÃO PAULO COM 1.800.000 VOTOS!!! O DESGRAÇADO DO RICARDO NUNES VAI PRA PQP. 🤬🤬🤬
SE NÃO DEU MARÇAL, NÃO DÁ NINGUÉM.
O CANALHA DO RICARDO NUNES É IMPRESTÁVEL!!",2
"
A PÁ DE CAL, QUE FALTAVA PARA BOULES ENTERRAR 
SUA CANDIDATURA...MARÇAL SORRATEIRAMENTE...EXPLODIU O BOULOS.",2
"
A sabatina de Pablo Marçal com Boulos deu muito ruim!!!!
Em azul no primeiro turno votos de Marçal todos para Nunes e Boulos perdeu até o eleitorado do Primeiro Turno🤣👊",2
"
ATENÇÃO - Blogueira da Globo diz que o eleitor de São Paulo está igual a Nazaré Tedesco quando o assunto é voto útil 

“Na questão do voto útil, o Nunes vai focar bastante nisso: se você não quer que o Boulos ganhe, vote no Ricardo.”",2
"
Acabaram as eleições, mas o Boulos continua aparecendo nas casas

Canal |  Grupo  
Estamos no Nostr.
Para mais informações: Link",2
"
Agora querem pregar união com os marçaletes?

notaram que Boulos tem senso de humor?..

#Petralhada #GovernoDoAmor #PartidoDasTrevas @Direita_FTB",2
"
Após morrer politicamente ao apoiar Boulos, broxar e ser comido na eleição de SP, Pablo LaMaçal devolverá medalha dos 3 Is a Bolsonaro.",2
"
As vésperas das eleições no segundo turno, olha quem o Boulos está de beijos e abraços:

https://x.com/TheIncorrupt_/status/1848408574831042744?t=qcOnHsao8wdIEboqG7gYbw&s=19",2
"
BOULOS FOI PEGO NO FLAGRA! 

COMETEU CRIME ELEITORAL HOJE 😱

AGORA VAMOS VER SE HAVERÁ JUSTIÇA EM CIMA DESSE DELITO.",2
"
BOULOS NUNCA!!!",2
"
BOULOS NÃO",2
"
BOULOS, Histórico de Chefiar INVASÕES!

Não é EXAGERO. É REALIDADE!!!

--------------------------------------------------------------------------------------------🇧🇷

SIGA NOSSO CANAL:
https://t.me/ForaComunas",2
"
Bora derrubar o Boulos e o sistema ! Oremos e bora se unir !",2
"
Boulos e a extrema esquerda estão desesperados. Eles sabem que o bem vai prevalecer em São Paulo e que mesmo torrando rios de dinheiro, não conseguirão vencer Nunes


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",2
"
Boulos está fora!

Nunes se reelege e segue como o prefeito de São Paulo.

Jamais permitiremos que a esquerda tome o país!

Seguimos fortes 🇧🇷👊

https://www.instagram.com/p/DBpXSHONP8E/?igsh=MTNpYmEzZTFmb2ozeg==",2
"
Boulos fez o exame toxicológico, mas não fez o exame de maconha 😂

Marçal alugou um triplex na cabeça do Boulos 😂🍿",2
"
Boulos ficou em 3o - perdeu ate pra abstenção",2
"
Boulos não gostou do confronto dos jornalistas  de esquerdas! 
É o poste mijando no cachorro 
🤣🤣🤣🤣🤣",2
"
Boulos tá de braços abertos pra ""nova direita anti-sistema"" 😆. 





@CMMCORPORACAOMEMES",2
"
Boulos ultrapassa o Farsante Marçal com 32.93% das urnas apuradas.",2
"
Boulos vendo o resultado das eleições... 😅",2
"
Boulos é amigo dos inimigos de Israel.",2
"
Boulos é o cara que defende um monte de M..... Inclusive rachadinhas nas suas dobradinhas espúrias!",2
"
Boulos é o mais votado entre presidiários. Quem poderia imaginar?",2
"
Boulos 🤝 Ditadores. Esse é o nível do invasor!",2
"
Boulos, NUNCA;
PSOL, JAMAIS.",2
"
Com 5% das urnas apuradas, Nunes aparece com larga vantagem sobre o comunista Boulos.


⤵️
@forcaehonra1 ⚡️

@qrmKuCwkBmNDU5 🇧🇷",2
"
Com 73,53% dos votos, Boulos volta a ser o mais votado em prisões

https://t.me/freedomnewsforyou 🇧🇷",2
"
DIREITA DE VERDADE NAO DEIXA BOULOS GANHAR",2
"
Datena declara voto em Boulos: “Contra o crime organizado”. 🤡

--------------------------------------------------------------------------------------------🇧🇷

SIGA NOSSO CANAL:
https://t.me/ForaComunas",2
"
Depois,  de resultado da eleição, invasores do Boulos fooram expulsos das ocupação!",2
"
Disciplina e ensino de qualidade, por isso Boulos quer acabar com as escolas militares em SP.",2
"
Dobradinha comunista.. 🤡💰

Datena 🤝 Nunes 🤝 Boulos 🤝 Tabata",2
"
Dono de clínica que emitiu suposto receituário de Boulos apagou seu perfil no Instagram.

@antifragilnews",2
"
Em mais uma derrota, Guilherme Boulos perde votos na periferia e até onde mora",2
"
Então, né? Aí...está uma prova, de que ele é traidor!
BOULOS JAMAIS - NUNCA !!!",2
"
Esse Boulos è maluco ,,o assunto não tem nenhuma ligação com a prefeitura, coisa de 10 anos atrás kklk

Boulos não seria eleito prefeito de São Paulo mesmo concorrendo com ele mesmo !

Mas de 60% de rejeição kkk",2
"
Estadão: Boulos, candidato pela chapa PSOL-PT à prefeitura de São Paulo, fala muito em “esperança”, mas parece ter entrado mesmo no modo “desespero”. A imprensa entendeu que não tem mais nada a fazer por Boulos, ele já perdeu. Chupa, PT!",2
"
Ex PCC,  DIZ QUE BOULOS É SIM CHEIRADOR DE AÇÚCAR.",2
"
Ex-ministro do governo Dilma, em um ato de lucidez, relembra os ""feitos"" de Boulos. Vamos compartilhar para lembrar ao povo.",2
"
Funciona. Pergunte ao Boulos ou ao #Painho.",2
"
Guilherme Boulos entra na cabine de votação com três pessoas, violando o sigilo do voto. 

A prática é crime segundo a lei eleitoral.

-----------------------------------------------------------------
@ForaComunas",2
"
Guilherme Boulos fazendo aquilo que ele mais sabe. kkkkk",2
"
Guilherme Boulos foi lacrar Pablo Marçal com DESPREZO AS MULHERES e tomou um sacode lindo. Tá igual a tatú cavando buraco na roça. Tá tonto até agora o Guilherme Boulos! 😂😂😂😂 Faz o Ⓜ️2️⃣8️⃣🚀🇧🇷",2
"
Guilherme Boulos foi lacrar Pablo Marçal e levou um sacode que até agora tá perdido na Globo. Faz o Ⓜ️2️⃣8️⃣🚀",2
"
Guilherme Boulos saiu do debate da Rede Globo direto ao hospital. Ele anda tonto! Muito tonto! O Pablo Marçal entrou na cabeça dele. O Boulos só fala em Pablo Marçal 24hs! Faz o Ⓜ️2️⃣8️⃣🚀🚀🚀🚀🚀 São Paulo! É no primeiro turno!",2
"
Isso aqui é Guilherme Boulos em sua essência pura! BOULOS NÃO!

Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",2
"
Já era pro Boulos",2
"
Já estou vendo ninguém vai votar nesse banana, vão anular ou nem iram votar.  É um acéfalo,  só podia ser esquerda.  
 Nunes entregou a eleição 
para o Boulos do pó.V

É briga de dois sistemas,  
vamos ver quem vence !
Nunes ou Boulos !",2
"
Kassab culpa Bolsonaro pelo apagão em São Paulo para favorecer a eleição de Boulos. Entenda",2
"
Lembrando que Tarcísio se encontrou com o dono da clínica do tal laudo falso de Boulos, em seguida, após repercussão, Luiz apagou sua rede social.

https://is.gd/4LEg3h

https://is.gd/kt1irg",2
"
Lembrando que Tarcísio se encontrou com o dono da clínica do tal laudo falso de Boulos, em seguida, após repercussão, Luiz apagou sua rede social.

https://is.gd/4LEg3h

https://is.gd/kt1irg
.
🦠 @AntiVaxxx",2
"
Lula abandonou Boulos e traiu Marta Suplicy.

O chefe do PT sempre foi assim, desleal e egoísta, principalmente quando a derrota é certa.",2
"
Malafaia defende Boulos, JB e Tarcísio defendem Nunes. Tarcísio defende a prisão de Marçal. Marçal cresce . Só faltou Lula e Bolsonaro se unirem para derrotar Marçal. Caos.",2
"
Marina Helena destrói Boulos e diz que ele é invasor de propriedade pública e privada

“Você invadiu e quebrou ministérios Boulos, você invadiu secretarias aqui em SP”",2
"
Marçal no Debate AGORA : 

""BOULES, digo BOULOS,  desculpa o ato falho..""😅

Veja debate Folha/UOL com candidatos a prefeito de São Paulo
https://youtube.com/live/InOZ4oEqQ8A?si=-RuNHUx0XVGfk46z

@FORACOMUNAS",2
"
Marçal não chama mais Boulos de ""Boules"" e ainda vão fazer live juntos... Há quem ainda se engane.",2
"
O Boules foi questionado no debate da Globo sobre o porquê PSOL acionou o STF contra o fim da ""Saidinha"" e mandou um ""isso é mentira!"". É muita cara de pau! Boulos acha que estamos na época onde não havia rede social pra desmascará-lo?",2
"
O número de abstenções em São Paulo  é maior que o de eleitores que votaram em Guilherme Boulos.

Boulos perdeu até pra abstenção!",2
"
OS ESQUERDOPATAS SÃO TODOS IGUAIS. 🤪🤪🤪🤪
A tramoia da Kavala foi denunciada pela CNN.
Parece o Boulos fingindo ser moderado
💥e o Ladrao de 9 dedos .. sempre mentindo FDP",2
"
OiLuizTV 

O MISERÁVI É UM GÊNIO: Pablo Marçal convence eleitores do Boulos e deixa Lula desesperado!

Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",2
"
OiLuizTV 
ACABOU: Boulos faz piada de mau
gosto com Isabela Nardoni, apanha...


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",2
"
Ontem à noite, Boulos foi visto na churrascaria mais cara de São Paulo, comemorando o aniversário do marido da Marta.",2
"
PCC da ordem para votar em Boulos...",2
"
PIOR PREFEITO SE ESTE BOULOS SERÁ PARA ESTADO DE SÃO PULO",2
"
Pablo LaMaçal é instrumento do Zé Dirceu e do Xandão! 
 
Sua missão é destruir a direita de dentro para fora! 
 
Tudo está claro agora com LaMaçal apoiando o Boulos! 
 
Nunca foi pelo POVO! 
 
Sempre pelo poder! 
 
Bolsonaro estava certo, mais uma vez!",2
"
Qual a semelhança entre Maduro e Boulos?
Em uma semana, Lula abandonou os dois.",2
"
Quem é advogado, pode me ajudar ai? Eu recebi uma notificação judicial da turminha do PSOL/PT, por justamente postar o vídeo com a fala do Marçal acusando o Boulos de cheirador...  

E agora que a bomba estourou como que vai ficar??",2
"
Ricardo Nunes dando uma surra no Boulos, André Fernandes liderando em Fortaleza, Bruno Engler em BH, Cristina Graeml no páreo em Curitiba, Fred Rodrigues bem em Goiânia, Alberto Neto com chances reais em Manaus... 
O Brasil vai endireitar!",2
"
Saved by @InstantMediaBot



Marçal é provocado por Boulos e da resposta a altura!  debate na globo.",2
"
Saved by @InstantMediaBot



https://www.tiktok.com/@marcalcortesclips/video/7413520401470459142?_t=8qJ3Y6YlFWY&_r=1
FRANK EX-PCC  FALA SOBRE BOULOS… VEJA AGORA!!!#pablomarcal1 #pablomarcal #views #foryoupage #fyp #viral #fy #fyy #foryou",2
"
Saved by @InstantMediaBot

DEBATE: Datena cai na armadilha do Pablo Marçal e Boulos apanha até da Tabata!",2
"
Saved by @InstantMediaBot

DESESPERO: Boulos usa boné de Pablo Marçal em propaganda e topa fazer live com ele!
Adquira já o seu kit Natusharqui com desconto clicando aqui: https://bit.ly/OiLuiz-NatusharQi",2
"
Saved by @InstantMediaBot

TIRO NO PÉ: artistas fazem novo vídeo para Boulos, ofendem os paulistanos e pioram tudo!",2
"
Saved by @InstantMediaBot

Video by prefeitoricardonunes
Para me atacar, infelizmente o candidato 
Boulos prova o quanto é desumano e utiliza-se de todos os recursos, ainda que fira a memória das pessoas, sem nenhum tipo de cuidado e responsabilidade.",2
"
Saved by @InstantMediaBot

🤣🤣🤣 TENTE NÃO RIR - ACABOU DE SER NEGADO
🤣🤣🤣 TENTE NÃO RIR - ACABOU DE SER NEGADO

política #boulos #pablomarçal #pablomarcal #nunes",2
"
Se Guilherme Boulos for o escolhido para ser o próximo prefeito de São Paulo, já se sabe o motivo: Filho de médicos infectologistas, e com o vírus Spars além de outras: Mpox, Marburg e a Doença X (que será vários vírus em 1 só).",2
"
Silas Malafaia posta vídeo com meme do ""relacionamento"" de Pablo Marçal e Boulos.

@drgorikaras",2
"
Suposto receituário de Boulos causa polêmica! 

@antifragilnews",2
"
Ta aí o exame que comprova que Boulos é viciado em cheirar pó em cu de traveco",2
"
Tumulto BR
@TumultoBR
·
59 min
Os amigos do Boulos. Boulos Não!!!",2
"
Tão previsível, afinal agora ele tem que ajudar o filho de infectologistas: Guilherme Boulos. No segundo turno das Eleições 2024, da cidade de São Paulo.",2
"
Uma análise prévia do resultado dessas eleições, sobretudo com a derrota esmagadora do Boulos em São Paulo, mostra uma prévia do que está por vir em 2026!",2
"
Vamos acelerar o caos? Vou de boulos.",2
"
vutem no Boulos e vejam o que virá pela frente",2
"
É Tarcísio  falsiano...vc que está apoiando um esquerda,  teve coragem de dizer  era difícil escolher entre Boulos e Marçal.😱",2
"
— Porra Boulos, deu motivo pra 50 anos de resenha e zoação",2
"
☝️☝️☝️ Se todos os psicopatas do mundo já tivessem visto essa entrevista, o delinquente Guilherme Boulos já estaria na prisão. 🐇",2
"
☝️☝️☝️☝️☝️
Boulos levou na lata !",2
"
🇧🇷 – Sem surpresa nenhuma, Datena declara voto em Boulos no 2° turno, “contra o crime organizado”.

☕ Considere apoiar nosso canal!
📪 Apoie anonimamente!

🌐 Siga @Armillary no 𝕏 e Telegram",2
"
🇧🇷 — Boulos diz que Tarcísio de Freitas abusou de poder político e que entrou com ação no TRE.

☕ Considere apoiar nosso canal!
📪 Apoie anonimamente!

🌐 Siga @Armillary no 𝕏 e Telegram",2
"
🇧🇷 — Com 32,93% dos votos apurados, Boulos ultrapassa Pablo Marçal e fica em 2°.

☕ Considere apoiar nosso canal!
📪 Apoie anonimamente!

🌐 Siga @Armillary no 𝕏 e Telegram",2
"
🇧🇷 — Em São Paulo, Ricardo Nunes vai vencendo Guilherme Boulos de lavada no início da apuração.

☕ Considere apoiar nosso canal!
📪 Apoie anonimamente!

🌐 Siga @Armillary no 𝕏 e Telegram",2
"
🌩

🇧🇷⚡️

Os Farçaletes já estão todos usando??

A campanha do Boulos mandou fazer até um boné igual ao do Marçal substituindo o M pelo B",2
"
🌩

🇧🇷🚨😵‍💫

URGENTE - PT pede prisão de Tarcísio após acusação de apoio do PCC a Boulos",2
"
🌩️

😂☄️São Paulo: Ricardo Nunes vai vencendo Guilherme Boulos de lavada no início da apuração.",2
"
🌩️

😂☄️🗳️São Paulo: Ricardo Nunes vai vencendo Guilherme Boulos de lavada no início da apuração.",2
"
👆Vejam, Até o Biel, que tem apoiado Marçal desde o começo, achou desnecessária essa sabatina com Boulos.

Vejam:
👉 t.me/bielcon",2
"
👆👆Até o esquerdista Aldo Rebelo, ex-ministro da Dilma alerta os eleitores da cidade de São Paulo pra NÃO votar no Boulos. Vamos acordar. 
Boulos NÃO. 🤬🤬",2
"
🔥Traidores da direita: 

* Comunistas;
* A tal 3°via;
* Voto branco;
* Voto nulo;
* Quem vai votar no Boulos por vingança;
* Direita burra;
* Direita limpinha;
* ""Nova""direita;
* Quem usa a frase ""direita não tem dono"";",2
"
🔥Traidores da direita: 

* Comunistas;
* A tal 3°via;
* Voto branco;
* Voto nulo;
* Quem vai votar no Boulos por vingança;
* Direita burra;
* Direita limpinha;
* Nova direita;
* Quem usa a frase ""direita não tem dono"";",2
"
🗳️ ELEIÇÕES 2024 🇧🇷

Boulos admite que já foi usuário de maconha

✍ Inscreva-se em nosso canal no Telegram:
https://t.me/oraculonacionalistaoficial

📲 Siga nosso canal no WhatsApp:
https://whatsapp.com/channel/0029VaLDBxl1nozC7Inb8n1p",2
"
😂🚨 Ricardo Nunes falta ao 1° debate do segundo turno contra Boulos; confira: https://www.instagram.com/p/DA8uem-yx3n/?igsh=d3k1eXNka3hzcXgx",2
"
😎MARÇAL 🆚 BOULOS, quem foi melhor no debate?
⭐️@canalforadamatrix 📶
😏Clique aqui para IMPULSIONAR o Canal🤔",2
"
🚨 Agora: Presidente Jair Bolsonaro declara apoio a Pablo Marçal em eventual 2º turno em SP.

“Contra o Boulos, eu tô com qualquer um”, disse Bolsonaro após votar no RJ",2
"
🚨 Agora: Presidente Jair Bolsonaro declara apoio a Pablo Marçal em eventual 2º turno em SP.

“Contra o Boulos, eu tô com qualquer um”, disse Bolsonaro após votar no RJ.

@ZUMBINOTICIAS",2
"
🚨 Debate SP: Pablo Marçal detona Boulos e diz que ele deve conhecer várias biqueiras da cidade.",2
"
🚨 São Paulo: Ricardo Nunes vai vencendo Guilherme Boulos de lavada no início da apuração.",2
"
🚨 TRE-SP nega pedido de Boulos para que pesquisa da Datafolha não fosse divulgada.

Fonte: Info Money

@ZUMBINOTICIAS",2
"
🚨 URGENTE: GLEISI HOFFMANN, inconformada, responde à acusação de Tarcísio Freitas sobre o apoio do PCC a Boulos em SP.
𝐁𝐲 @circulanamidia
📲🔗https://t.me/circulanamidia",2
"
🚨 Urgente: Pablo Marçal divulga exame positivo para cocaína de Guilherme Boulos

🛰 @thedutv",2
"
🚨Brasil 247 CELEBRA apoio de Marçal ao possivel voto nulo e o tratamento que ele deu ao Boulos.

𝐁𝐲 @circulanamidia
╰┈─➤https://t.me/circulanamidia",2
"
🚨MUITO TRISTE! PSOL, de Boulos, foi o partido que mais disputou prefeituras: 5570

Resultado: NÃO ELEGEU UM PREFEITO SEQUER NO BRASIL INTEIRO! ADEUS PSOL, O POVO NÃO QUER SUA IDEOLOGIA!]",2
"
🚨URGENTE - Blogueira da Globo diz que cado Boulos não vá para o segundo turno, o PSOL vai apoiar Nunes 

“E eles acham o Marçal mais perigoso que Bolsonaro, inclusive!”",2
"*PABLO MARÇAL SABOTADO NA ELEIÇÃO EM SÃO PAULO! TOMARAM A ELEIÇÃO NA MÃO GRANDE! FRAUDE NA CARA DURA E CRIME DE GUILHERME BOULOS!* https://youtu.be/Rc71rZ_D0QQ
",2
"2º turno para a Prefeitura de São Paulo: Nunes (MDB) supera Boulos (Psol) e Marçal (PRTB).
",2
"ACABOU: Boulos faz piada de mau gosto com Isabela Nardoni, apanha nas re...
https://youtube.com/watch?v=gGf1RBN9ZPc&si=_VThUcUxJd0lJAio
",2
"Apagão em São Paulo e tapinhas nas costas: o debate entre Nunes e Boulos.
",2
"Apesar de perde a eleição, Cristina Graeml foi a mais vitoriosa do domingo  Sem aceitar derrota. Boulos entra com ação no TRE-SP contra Tarcísio de Freiras https://www.jornalbrasilonline.com.br/2024/10/apesar-de-perde-eleicao-cristina-graeml.html
",2
"Apuração em SP com quase 80% mostra Nunes à frente de Boulos com folga 

https://bsbrevista.com.br/2024/10/27/apuracao-em-sp-com-quase-80-mostra-nunes-a-frente-de-boulos-com-folga/
",2
"Assinatura de médico em suposto laudo de Boulos difere de documento
https://noticias.uol.com.br/eleicoes/2024/10/05/assinatura-de-medico-em-suposto-laudo-de-boulos-difere-de-documento-oficial.htm
",2
"B0MBA: Agora a casa de Boulos caiu de vez.
",2
"BOULOS E MARÇAL! O que a “sabatina” nos revelou.
",2
"BOULOS mostra EXAME TOXICOLÓGICO e MARÇAL publica RECEITUÁRIO por CRISE PSICÓTICA de BOULOS
@ ANCAPSU
",2
"BOULOS teve BASICAMENTE o MESMO NÚMERO de VOTOS, com 10x MAIS ORÇAMENTO e APOIO do GOVERNO FEDERAL
@ ANCAPSU
",2
"BOULOS, em DESESPERO, pede AJUDA de MARÇAL e tenta CONVENCER ELEITORES MARÇALETES para ESQUERDA
@ ANCAPSU
",2
"Bolsonaro manda recado secreto para Marçal, fala de nunes, Salles e Boulos
https://www.youtube.com/watch?v=N_cAOtgTHjQ
",2
"Boulos
",2
"Boulos NUNCA 🙏🙏🙏
",2
"Boulos admite já ter usado droga (veja o vídeo) 
 
https://www.portalcidade.news/boulos-admite-ja-ter-usado-droga/
",2
"Boulos afirma que quer dialogar com eleitores de Pablo Marçal.

https://vistapatria.com.br/boulos-afirma-que-quer-dialogar-com-eleitores-de-pablo-marcal/
",2
"Boulos contraria estatuto do Psol e recebe dinheiro de familiares de banqueiros.
",2
"Boulos e Alckmin dividem sanduíche em bar e ‘esquecem’ passado.
",2
"Boulos e Nunes se enfrentam pela 1ª vez em debate do 2º turno.

https://vistapatria.com.br/boulos-e-nunes-se-enfrentam-pela-1a-vez-em-debate-do-2o-turno/
",2
"Boulos nem vai pro 2 turno
",2
"Boulos paga R$ 6,2 milhões para ter militantes nas ruas durante campanha.
",2
"Boulos passou Marçal em SP e está encostando em Ricardo Nunes, com 44% das urnas apuradas.
",2
"Boulos pede à Justiça suspensão de redes de Pablo Marçal
https://pleno.news/brasil/eleicoes-2024/boulos-pede-a-justica-suspensao-de-redes-de-pablo-marcal.html#google_vignette
",2
"Boulos pede à Justiça suspensão de redes de Pablo Marçal
https://pleno.news/brasil/eleicoes-2024/boulos-pede-a-justica-suspensao-de-redes-de-pablo-marcal.html#google_vignette

Só rindo do Vagabundo, cria do Lula🤣🤣🤣🤣🤣🤣🤣
",2
"Boulos perde no Campo Limpo, zona eleitoral onde vota e mora.

https://vistapatria.com.br/boulos-perde-no-campo-limpo-zona-eleitoral-onde-vota-e-mora/
",2
"Boulos perdeu para Nunes nos 20 bairros onde Marçal venceu no 1º turno.

https://vistapatria.com.br/boulos-perdeu-para-nunes-nos-20-bairros-onde-marcal-venceu-no-1o-turno/
",2
"Boulos pergunta se Nunes abriria sigilo e prefeito não responde
https://noticias.uol.com.br/eleicoes/2024/10/15/debate-eleicoes-nunes-e-boulos-segundo-turno.htm
",2
"Boulos posta exame toxicológico, mas limita comentários.

https://vistapatria.com.br/boulos-posta-exame-toxicologico-mas-limita-comentarios/
",2
"Boulos recebe dinheiro de familiares de banqueiros, contrariando estatuto do Psol | Folha Destra
https://www.folhadestra.com/boulos-recebe-dinheiro-de-familiares-de-banqueiros-contrariando-estatuto-do-psol/#google_vignette
",2
"Boulos se ausenta da Câmara por uma semana, depois de derrota nas eleições.
",2
"Boulos ter esta quantidade votos. Estranho.
",2
"Boulos ultrapassa Marçal 18:45 Dilma ultrapassa Aecio as 18:45 Lula ultrapassa Bolsonaro as *18:45*
",2
"Boulos usuário de cocaína confirmado
",2
"Boulos vence com 48% nos presídios de São Paulo.
",2
"Boulos x Nunes: veja o resultado da primeira pesquisa do 2º turno em São Paulo.

https://vistapatria.com.br/boulos-x-nunes-veja-o-resultado-da-primeira-pesquisa-do-2o-turno-em-sao-paulo/
",2
"Boulos é condenado 28 vezes em ações movidas por Nunes.
",2
"Boulos: ""É um escárnio Alexandre Moraes no STF""
https://youtube.com/watch?v=hkLhDVtHap8&si=P6NZ6_DWCb6kHC6o
",2
"Boulos parece estar no ‘modo desespero’, afirma Estadão.
",2
"Campanha de Boulos marca ato na rua em dia proibido pelo TRE.

https://vistapatria.com.br/campanha-de-boulos-marca-ato-na-rua-em-dia-proibido-pelo-tre/
",2
"Campanhas em SP somam quase R$ 1 bi em despesas. Boulos lidera ranking.

https://vistapatria.com.br/campanhas-em-sp-somam-quase-r-1-bi-em-despesas-boulos-lidera-ranking/
",2
"Com 58,51% das urnas apuradas, Nunes está com 29,37% e Boulos com 29,18%.
",2
"Com 73% dos votos, Boulos volta a ser o mais votado em prisões.

https://vistapatria.com.br/com-73-dos-votos-boulos-volta-a-ser-o-mais-votado-em-prisoes/
",2
"DEBATE CIVILIZADO acaba APAGANDO MARÇAL e NUNES e GRANDE DERROTADO foi BOULOS que TOMOU da TÁBATA
@ ANCAPSU
",2
"DEBATE EM SP

Boulos escolhe Tabata para fazer sua pergunta, mas prefere atacar Nunes antes de questionar a aliada.

Então faz o joguinho de comadres:
""Tabata, onde o Nunes errou?""
",2
"DEBATE EM SP

No joguinho de comadres, Boulos e Tábata falam da revolução que farão na saúde em SP.
E Boulos cita Lula, então pergunto:
- Por que a saúde no Brasil está um lixo, com recorde de mortos de dengue?
",2
"DEBATE EM SP - Boulos afirma que fez exame toxicológico 😅.

E levou puxão de orelho da sua emissora preferida:
- Candidato, o senhor não pode mostrar nenhum documento aqui, conforme as regras do debate assinadas pela sua campanha.
",2
"DEBATE EM SP - Boulos alfineta Marçal.

- Você vai contratar ex-funcionários do Doria?

Marçal manda na lata:
- O Dória pariu algum deles? Eu só vou contratar quem rompeu com Dória.

Boulos tentou desestabilizar Marçal, e só apanhou.
",2
"DEBATE EM SP - Boulos continua provocando.

- Por que você odeia mulheres?

Marçal bate de novo no radical de esquerda:
- Isso é papo de esquerdopata. Boulos é apoiador de rachadinha.
",2
